מחוז , מעמד מוניצפלי ,מועצה/ עירייה, יישוב,סמל יישוב,ביטולים,טכנולוגיה,סיווג  של הטכנולוגיה,תשובת מחלק,שם הסדרה,תאריך תשובת מחלק,הספק MW
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],23/11/2020 00:00,0.066
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],14/12/2020 00:00,0.0804
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],16/12/2020 00:00,0.24
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],16/12/2020 00:00,0.15
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],16/12/2020 00:00,0.24
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],16/12/2020 00:00,0.12
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],23/12/2020 00:00,0.0828
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],23/12/2020 00:00,0.066
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],23/12/2020 00:00,0.066
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],30/12/2020 00:00,0.24
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],05/01/2021 00:00,0.24
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],08/02/2021 00:00,0.0336
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],11/02/2021 00:00,0.24
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],11/02/2021 00:00,0.24
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],15/02/2021 00:00,0.24
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],15/02/2021 00:00,0.12
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],15/02/2021 00:00,0.12
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],15/02/2021 00:00,0.12
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],15/02/2021 00:00,0.12
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],15/02/2021 00:00,0.12
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],15/02/2021 00:00,0.12
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],15/02/2021 00:00,0.12
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],15/02/2021 00:00,0.24
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],15/02/2021 00:00,0.21
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],15/02/2021 00:00,0.24
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],15/02/2021 00:00,0.24
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],15/02/2021 00:00,0.24
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],15/02/2021 00:00,0.24
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],17/02/2021 00:00,0.0828
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],17/02/2021 00:00,0.0828
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],17/02/2021 00:00,0.0828
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],17/02/2021 00:00,0.0828
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],17/02/2021 00:00,0.0828
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],17/02/2021 00:00,0.0828
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],17/02/2021 00:00,0.0828
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],18/02/2021 00:00,0.132
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],22/02/2021 00:00,0.0828
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],23/02/2021 00:00,0.24
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],24/02/2021 00:00,0.0804
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],08/03/2021 00:00,0.24
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],08/03/2021 00:00,0.24
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],09/03/2021 00:00,0.0828
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],11/03/2021 00:00,0.24
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],14/03/2021 00:00,0.156
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],14/03/2021 00:00,0.24
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],14/03/2021 00:00,0.24
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],18/04/2021 00:00,0.24
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],13/05/2021 00:00,0.0516
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],14/06/2021 00:00,0.066
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],20/06/2021 00:00,0.24
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],12/09/2021 00:00,0.132
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/12/2021 00:00,0.162
המרכז,עירייה,מודיעין-מכבים-רעות,מודיעין-מכבים-רעות,1200,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],20/06/2022 00:00,0.24
המרכז,מועצה מקומית,כוכב יאיר,כוכב יאיר,1224,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],26/02/2020 00:00,0.1992
המרכז,מועצה מקומית,כוכב יאיר,כוכב יאיר,1224,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],26/02/2020 00:00,0.12
המרכז,מועצה מקומית,כוכב יאיר,כוכב יאיר,1224,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],10/06/2020 00:00,0.0504
המרכז,מועצה מקומית,כוכב יאיר,כוכב יאיר,1224,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],22/12/2020 00:00,0.0204
המרכז,מועצה מקומית,כוכב יאיר,כוכב יאיר,1224,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/01/2021 00:00,0.0192
המרכז,מועצה מקומית,כוכב יאיר,כוכב יאיר,1224,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],06/01/2021 00:00,0.0204
המרכז,מועצה מקומית,כוכב יאיר,כוכב יאיר,1224,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],14/01/2021 00:00,0.2076
המרכז,מועצה מקומית,כוכב יאיר,כוכב יאיר,1224,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],21/02/2021 00:00,0.24
המרכז,מועצה מקומית,כוכב יאיר,כוכב יאיר,1224,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],21/02/2021 00:00,0.2076
המרכז,מועצה מקומית,כוכב יאיר,כוכב יאיר,1224,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],08/03/2021 00:00,0.12
המרכז,מועצה מקומית,כוכב יאיר,כוכב יאיר,1224,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],17/03/2021 00:00,0.12
המרכז,מועצה מקומית,כוכב יאיר,כוכב יאיר,1224,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],06/04/2021 00:00,0.0324
המרכז,מועצה מקומית,כוכב יאיר,כוכב יאיר,1224,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],11/04/2021 00:00,0.1476
המרכז,מועצה מקומית,כוכב יאיר,כוכב יאיר,1224,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],18/04/2021 00:00,0.0324
המרכז,מועצה מקומית,כוכב יאיר,כוכב יאיר,1224,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],18/04/2021 00:00,0.0324
המרכז,מועצה מקומית,כוכב יאיר,כוכב יאיר,1224,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],18/04/2021 00:00,0.066
המרכז,מועצה מקומית,כוכב יאיר,כוכב יאיר,1224,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],02/05/2021 00:00,0.24
המרכז,מועצה אזורית,דרום השרון,נירית,1236,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],05/11/2020 00:00,0.0828
המרכז,מועצה אזורית,דרום השרון,נירית,1236,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],09/09/2021 00:00,0.24
המרכז,מועצה אזורית,גזר,כרמי יוסף,1264,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],06/01/2020 00:00,0.066
המרכז,מועצה אזורית,גזר,כרמי יוסף,1264,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],01/03/2021 00:00,0.24
המרכז,מועצה אזורית,גזר,כרמי יוסף,1264,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],16/03/2021 00:00,0.24
המרכז,מועצה מקומית,זמר,זמר,1290,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],12/11/2020 00:00,0.24
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],27/05/2020 00:00,0.03
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],03/06/2020 00:00,0.0336
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],03/06/2020 00:00,0.0336
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],03/06/2020 00:00,0.0828
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],03/06/2020 00:00,0.066
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],11/06/2020 00:00,0.0504
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],08/07/2020 00:00,0.0456
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],15/07/2020 00:00,0.12
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],15/07/2020 00:00,0.12
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],19/07/2020 00:00,0.0996
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],19/07/2020 00:00,0.12
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],19/07/2020 00:00,0.12
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],20/12/2020 00:00,0.048
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],27/12/2020 00:00,0.072
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],02/03/2021 00:00,0.18
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],02/03/2021 00:00,0.0204
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],08/03/2021 00:00,0.24
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],08/03/2021 00:00,0.06
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],08/03/2021 00:00,0.24
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],08/03/2021 00:00,0.24
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],08/03/2021 00:00,0.18
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.2076
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],19/04/2021 00:00,0.24
המרכז,מועצה מקומית,שוהם,שוהם,1304,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],25/07/2022 00:00,0.12
המרכז,עירייה,אלעד,אלעד,1309,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],15/02/2021 00:00,0.132
המרכז,מועצה אזורית,חבל מודיעין,לפיד,1310,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],26/07/2020 00:00,0.0516
המרכז,מועצה אזורית,חבל מודיעין,לפיד,1310,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],26/07/2020 00:00,0.0336
המרכז,מועצה אזורית,חבל מודיעין,לפיד,1310,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],26/07/2020 00:00,0.0516
המרכז,מועצה אזורית,חבל מודיעין,לפיד,1310,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],26/07/2020 00:00,0.06
המרכז,מועצה אזורית,חבל מודיעין,לפיד,1310,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],26/07/2020 00:00,0.066
המרכז,מועצה אזורית,חבל מודיעין,לפיד,1310,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],10/09/2020 00:00,0.0336
המרכז,מועצה אזורית,חבל מודיעין,לפיד,1310,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/11/2020 00:00,0.24
המרכז,מועצה אזורית,דרום השרון,מתן,1315,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],20/07/2020 00:00,0.2076
המרכז,מועצה אזורית,דרום השרון,מתן,1315,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],22/09/2020 00:00,0.03
המרכז,מועצה אזורית,דרום השרון,מתן,1315,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],16/02/2021 00:00,0.24
המרכז,מועצה אזורית,דרום השרון,צור יצחק,1345,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],23/04/2020 00:00,0.042
המרכז,מועצה אזורית,דרום השרון,צור יצחק,1345,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],29/07/2020 00:00,0.24
המרכז,מועצה אזורית,דרום השרון,צור יצחק,1345,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],13/08/2020 00:00,0.0324
המרכז,מועצה אזורית,דרום השרון,צור יצחק,1345,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],24/08/2020 00:00,0.066
המרכז,מועצה אזורית,דרום השרון,צור יצחק,1345,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],21/09/2020 00:00,0.168
המרכז,מועצה אזורית,דרום השרון,צור יצחק,1345,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],25/10/2020 00:00,0.0828
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],26/01/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],27/01/2021 00:00,0.078
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],09/03/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
