מחוז , מעמד מוניצפלי ,מועצה/ עירייה, יישוב,סמל יישוב,ביטולים,טכנולוגיה,סיווג  של הטכנולוגיה,תשובת מחלק,שם הסדרה,תאריך תשובת מחלק,הספק MW
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],04/04/2021 00:00,0.24
המרכז,מועצה אזורית,נחל שורק,גני טל,1371,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],27/10/2021 00:00,0.132
המרכז,מועצה אזורית,נחל שורק,נצר חזני,1372,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],02/06/2020 00:00,0.06
המרכז,מועצה אזורית,נחל שורק,נצר חזני,1372,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],21/07/2020 00:00,0.12
המרכז,מועצה אזורית,נחל שורק,נצר חזני,1372,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],15/11/2020 00:00,0.06
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],09/01/2020 00:00,0.2076
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],09/01/2020 00:00,0.12
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],29/01/2020 00:00,0.066
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],23/03/2020 00:00,0.18
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],02/04/2020 00:00,0.12
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],02/04/2020 00:00,0.12
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],06/04/2020 00:00,0.12
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],14/06/2020 00:00,0.1992
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],26/08/2020 00:00,0.24
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],26/08/2020 00:00,0.24
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],15/09/2020 00:00,0.18
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],29/09/2020 00:00,0.24
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],15/10/2020 00:00,0.12
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],25/10/2020 00:00,0.1404
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],26/10/2020 00:00,0.12
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],03/11/2020 00:00,0.216
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],03/11/2020 00:00,0.2064
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],17/11/2020 00:00,0.06
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],25/11/2020 00:00,0.192
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],29/11/2020 00:00,0.12
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],01/12/2020 00:00,0.132
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],01/12/2020 00:00,0.132
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],01/12/2020 00:00,0.132
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],01/12/2020 00:00,0.132
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],16/12/2020 00:00,0.132
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],28/12/2020 00:00,0.2364
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],29/12/2020 00:00,0.132
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],07/01/2021 00:00,0.12
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],13/01/2021 00:00,0.198
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],13/01/2021 00:00,0.2064
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],13/01/2021 00:00,0.2076
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],25/01/2021 00:00,0.2028
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],27/01/2021 00:00,0.24
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],01/02/2021 00:00,0.24
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],11/02/2021 00:00,0.132
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],11/02/2021 00:00,0.24
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],18/03/2021 00:00,0.24
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],28/03/2021 00:00,0.132
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],11/04/2021 00:00,0.132
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],11/04/2021 00:00,0.24
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],09/08/2021 00:00,0.1056
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות  מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],24/08/2021 00:00,0.12
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],06/01/2022 00:00,0.12
המרכז,מועצה אזורית,עמק חפר,פארק תעשיות עמק חפר,1745,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],22/03/2022 00:00,0.24
המרכז,מועצה אזורית,חבל מודיעין,קרית תעופה,1746,הזמנות לא מבוטלות,פוטוולטאי,דו שימושי,חיובית,אסדרה תעריפית מעל 15 קוא [308],14/10/2020 00:00,0.24
