שנה/ חודש,סוג אסדרה,תחרות באספקה/ אסדרה קיימת,ביתי/ לא ביתי,סיבות לססטוס  ,פירוט סיבת סטטוס ,סטטוס,מספר בקשות
2024/07,מספקים וירטואליים,תחרות באספקה,לא ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,8
2024/07,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,2
2024/07,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,14
2024/07,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,נדחה בשל אי מענה ממשקים,נדחה,5
2024/07,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,"נסגר ידנית ע""י נגה",נדחה,1
2024/07,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,תאריך מבוקש לניוד לא תקין,נדחה,77
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,7618
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אושר לניוד,תהליך ניוד הושלם,הושלם,10
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,276
2024/08,מספקים וירטואליים,תחרות באספקה,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,2336
2024/08,מספקים וירטואליים,תחרות באספקה,ביתי,אושר לניוד,תהליך ניוד הושלם,הושלם,1
2024/08,מספקים וירטואליים,תחרות באספקה,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,365
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,46
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,1
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,27
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,29
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,2
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,435
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,154
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,941
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות תקשורת במונה,לפחות לאחד המונים אין יכולות קריאה מרחוק - יש להפנות את הלקוח למוקד 103 לצורך התקנה,נדחה,3
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,233
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,נויד למספק ברירת מחדל,נדחה,7
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,71
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,57
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,82
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,173
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,59
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,חשבון חוזה לא קיים - מספר לא תקין,נדחה,9
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,1
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,לא ניתן לנייד מונה ייצור בסימן ז'2 למספק בעל אמצעי ייצור,נדחה,2
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,44
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,2
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,23
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,67
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,נדחה בשל אי מענה ממשקים,נדחה,7
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,פרטי הזדהות איש קשר לא תקינים,נדחה,1
2024/08,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,תאריך מבוקש לניוד לא תקין,נדחה,7
2024/08,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,8
2024/08,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,6
2024/08,מספקים וירטואליים,תחרות באספקה,ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,49
2024/08,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,1
2024/08,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,32
2024/08,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,35
2024/08,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,4
2024/08,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,נויד למספק ברירת מחדל,נדחה,1
2024/08,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,8
2024/08,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,1
2024/08,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,27
2024/08,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,5
2024/08,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,2
2024/08,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,20
2024/08,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,31
2024/08,מספקים וירטואליים,תחרות באספקה,לא ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,6
2024/08,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,6
2024/08,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים בעל קריאה מרחוק לא תקינה,נדחה,2
2024/08,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,1
2024/08,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,12
2024/08,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,נדחה בשל אי מענה ממשקים,נדחה,5
2024/08,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,תאריך מבוקש לניוד לא תקין,נדחה,4
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,8450
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,739
2024/09,מספקים וירטואליים,תחרות באספקה,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,15249
2024/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,332
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,בדיקות מכסה נכשלו,נדחה,2
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,69
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,1
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,37
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,1
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,19
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,לא התקבלה קריאת מונה תקינה במועד הנדרש לפי אמות המידה,נדחה,70
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,19
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,139
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,1800
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,377
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,נויד למספק ברירת מחדל,נדחה,1
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,95
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,ניתן לנייד מונה בסיסי בתעריף ביתי אחיד בלבד,נדחה,29
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,פרטי הזדהות איש קשר לא תקינים,נדחה,13
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,1
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,344
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,84
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,276
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,20
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,חשבון חוזה לא קיים - מספר לא תקין,נדחה,13
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,9
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,2
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,1
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,"לפחות אחד המונים בתהליך הקמה במערכות חח""י",נדחה,1
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,182
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,נדחה בשל אי מענה ממשקים,נדחה,9
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,1
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,ניתן לנייד מונה בסיסי בתעריף ביתי אחיד בלבד,נדחה,99
2024/09,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,פרטי הזדהות איש קשר לא תקינים,נדחה,1
2024/09,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,בדיקות מכסה נכשלו,נדחה,6
2024/09,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,336
2024/09,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,9
2024/09,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,70
2024/09,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,20
2024/09,מספקים וירטואליים,תחרות באספקה,ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,11
2024/09,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,לא התקבלה קריאת מונה תקינה במועד הנדרש לפי אמות המידה,נדחה,5876
2024/09,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,58
2024/09,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,לא כל שדות החובה הוגשו,נדחה,74
2024/09,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,119
2024/09,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,217
2024/09,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,333
2024/09,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,ניתן לנייד מונה בסיסי בתעריף ביתי אחיד בלבד,נדחה,89
2024/09,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,"נסגר ידנית ע""י נגה",נדחה,642
2024/09,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,פרטי הזדהות איש קשר לא תקינים,נדחה,2
2024/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,3
2024/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,77
2024/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,128
2024/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,3
2024/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,431
2024/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,2087
2024/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,חשבון חוזה לא קיים - מספר לא תקין,נדחה,38
2024/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,90
2024/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,10
2024/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,לא כל שדות החובה הוגשו,נדחה,1
2024/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,5
2024/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,76
2024/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,נדחה בשל אי מענה ממשקים,נדחה,26
2024/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,נויד למספק ברירת מחדל,נדחה,1
2024/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,2
2024/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,ניתן לנייד מונה בסיסי בתעריף ביתי אחיד בלבד,נדחה,362
2024/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,"נסגר ידנית ע""י נגה",נדחה,86
2024/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,פרטי הזדהות איש קשר לא תקינים,נדחה,9
2024/09,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,תאריך מבוקש לניוד לא תקין,נדחה,8
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,6561
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אושר לניוד,תהליך ניוד הושלם,הושלם,4
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,1171
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אושר לניוד,תהליך ניוד הושלם,הושלם,2
2024/10,מספקים וירטואליים,תחרות באספקה,ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,31175
2024/10,מספקים וירטואליים,תחרות באספקה,ביתי,אושר לניוד,תהליך ניוד הושלם,הושלם,20
2024/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,אושר לניוד,תהליך הניוד הושלם,הושלם,1095
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,157
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,34
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,24
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,לא התקבלה קריאת מונה תקינה במועד הנדרש לפי אמות המידה,נדחה,17
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,26
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,לא ניתן לנייד מונה בסיסי בתעריף שאינו ביתי,נדחה,18
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,לאחר ייפוי כח תקין,נדחה,11
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,159
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות תקשורת במונה,לפחות אחד המונים תחת החוזה אינו בעל יכולת רישום רציף,נדחה,1887
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,235
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,נויד למספק ברירת מחדל,נדחה,8
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,69
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,29
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,4
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,103
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,235
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,46
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,חשבון חוזה לא קיים - מספר לא תקין,נדחה,1
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,3
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,לא ניתן לנייד מונה בסיסי בתעריף שאינו ביתי,נדחה,91
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,לאחר ייפוי כח תקין,נדחה,1
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,15
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,"לפחות אחד המונים בתהליך הקמה במערכות חח""י",נדחה,1
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,99
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,נדחה בשל אי מענה ממשקים,נדחה,5
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,3
2024/10,מספקים עם אמצעי ייצור,אסדרה קיימת,לא ביתי,בעיות במילוי בקשת הניוד,פרטי הזדהות איש קשר לא תקינים,נדחה,4
2024/10,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,אחר,נדחה,2
2024/10,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,268
2024/10,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,6
2024/10,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,148
2024/10,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,8
2024/10,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,143
2024/10,מספקים וירטואליים,תחרות באספקה,ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,28
2024/10,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,לא התקבלה קריאת מונה תקינה במועד הנדרש לפי אמות המידה,נדחה,4672
2024/10,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,77
2024/10,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,לא ניתן לנייד מונה בסיסי בתעריף שאינו ביתי,נדחה,89
2024/10,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,לאחר ייפוי כח תקין,נדחה,21
2024/10,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות תקשורת במונה,לפחות אחד המונים אינו בר ניוד,נדחה,540
2024/10,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,"לפחות אחד המונים בתהליך הקמה במערכות חח""י",נדחה,1
2024/10,מספקים וירטואליים,תחרות באספקה,ביתי,בעיות במילוי בקשת הניוד,מספר זיהוי הלקוח אינו משויך אל חשבון החוזה,נדחה,299
2024/10,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,נויד למספק ברירת מחדל,נדחה,40
2024/10,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,נחתם ייפוי כוח מאוחר יותר למספק אחר,נדחה,353
2024/10,מספקים וירטואליים,תחרות באספקה,ביתי,אחר,"נסגר ידנית ע""י נגה",נדחה,506
2024/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,אי תאימות במונים שהוגשו,נדחה,7
2024/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,"בוטל ידנית ע""י המספק",נדחה,54
2024/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,החוזה לא פעיל - יש לקבל מהצרכן חוזה חדש,נדחה,113
2024/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,החלפת לקוחות או סיום חוזה,נדחה,5
2024/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,המונה שהוגש לא קיים תחת החוזה,נדחה,212
2024/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,חוזה זה כבר קיים למספק זה,נדחה,109
2024/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,חשבון חוזה לא קיים - מספר לא תקין,נדחה,72
2024/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,ייפוי כוח חסר/לא תקין,ייפוי הכוח לא נחתם,נדחה,8
2024/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,לא כל מוני החוזה הוגשו,נדחה,10
2024/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,בעיות במילוי בקשת הניוד,לא ניתן לנייד מונה בסיסי בתעריף שאינו ביתי,נדחה,276
2024/10,מספקים וירטואליים,תחרות באספקה,לא ביתי,אחר,לאחר ייפוי כח תקין,נדחה,1
