מחוז ,מעמד מוניציפלי,מועצה/ עירייה, יישוב,סמל יישוב ,טכנולוגיה,סיווג  של הטכנולוגיה,שם הסדרה,מועד הפעלה מסחרית בפועל ,הספק MW
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה ראשונה ביתית,31/12/2009,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה ראשונה ביתית,31/12/2009,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה ראשונה ביתית,31/12/2009,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה ראשונה ביתית,31/12/2009,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה ראשונה ביתית,31/12/2009,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה ראשונה ביתית,31/12/2009,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה ראשונה ביתית,31/12/2009,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה ראשונה ביתית,31/12/2009,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שביעית מסחרית,31/12/2015,0.055
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שישית מסחרית,31/12/2014,0.055
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שלישית ביתית,30/06/2012,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.006
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.006
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.006
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.011
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור פיוי הליך תחרותי גגות מכרז 1 [140],21/07/2022,0.2544
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],02/01/2020,0.018
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],24/12/2020,0.018
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],18/02/2021,0.018
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],15/06/2021,0.0156
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],18/10/2021,0.018
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],22/11/2022,0.018
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן עד 630 זכאי לתעריף 2024 [317],15/05/2024,0.018
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן עד 630 זכאי לתעריף 2024 [317],27/10/2024,0.2743
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן עד 630 זכאי לתעריף 2024 [317],23/01/2025,0.153
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית עד 15 עם מונה ייצור [305],06/02/2020,0.018
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],26/08/2019,0.0444
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],20/11/2019,0.06
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],31/05/2020,0.066
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],07/11/2020,0.12
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],27/01/2021,0.0828
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],11/02/2021,0.0324
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],28/02/2021,0.1032
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],03/03/2021,0.06
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],12/04/2021,0.12
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],20/04/2021,0.24
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],24/07/2021,0.12
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],24/07/2021,0.192
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],08/08/2021,0.24
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],08/08/2021,0.24
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],12/09/2021,0.24
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],21/12/2021,0.1464
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],01/03/2022,0.12
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],07/04/2022,0.12
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],11/07/2022,0.1476
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],24/07/2022,0.1296
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],24/08/2022,0.18
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],30/11/2022,0.12
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],19/01/2023,0.24
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],19/01/2023,0.18
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],19/01/2023,0.1476
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],01/06/2023,0.2016
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],11/06/2023,0.24
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],12/06/2023,0.24
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],18/06/2023,0.1656
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],31/07/2023,0.0828
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],18/09/2023,0.1656
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],16/10/2023,0.24
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],07/11/2023,0.24
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],14/02/2024,0.24034
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],24/03/2024,0.15369
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],16/06/2024,0.24354
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מתקנים עד 15 [310],05/07/2021,0.018
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,מתקנים מעל 15 ועד 100 [311],01/02/2023,0.12
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן עד 630 תעריף 2025 [318],17/11/2025,0.018
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],19/09/2022,0.018
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],20/10/2022,0.018
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],09/11/2022,0.018
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],23/01/2023,0.12
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],31/01/2023,0.018
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],17/05/2023,0.018
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],17/05/2023,0.018
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],01/06/2023,0.12
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],01/06/2023,0.12
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],01/06/2023,0.12
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],01/06/2023,0.12
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],01/06/2023,0.12
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],18/07/2023,0.12
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],19/07/2023,0.018
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],31/07/2023,0.0372
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],24/08/2023,0.018
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],19/03/2024,0.14633
הצפון,מועצה אזורית,הגלבוע,כפר יחזקאל,85,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],19/03/2024,0.14112
המרכז,מועצה אזורית,לב השרון,כפר יעבץ,170,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],21/11/2024,0.018
המרכז,מועצה אזורית,לב השרון,כפר יעבץ,170,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],03/04/2025,0.018
המרכז,מועצה אזורית,לב השרון,כפר יעבץ,170,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],03/04/2025,0.018
המרכז,מועצה אזורית,לב השרון,כפר יעבץ,170,פוטוולטאי,דו שימושי,מכסה שלישית ביתית,30/06/2012,0.017
המרכז,מועצה אזורית,לב השרון,כפר יעבץ,170,פוטוולטאי,דו שימושי,מכסה שלישית ביתית,30/06/2012,0.017
המרכז,מועצה אזורית,לב השרון,כפר יעבץ,170,פוטוולטאי,דו שימושי,מכסה שלישית ביתית,30/06/2012,0.017
המרכז,מועצה אזורית,לב השרון,כפר יעבץ,170,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
המרכז,מועצה אזורית,לב השרון,כפר יעבץ,170,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],13/02/2020,0.0156
המרכז,מועצה אזורית,לב השרון,כפר יעבץ,170,פוטוולטאי,דו שימושי,חיבור מתקן עד 630 זכאי לתעריף 2024 [317],26/01/2025,0.299
המרכז,מועצה אזורית,לב השרון,כפר יעבץ,170,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],19/12/2019,0.066
המרכז,מועצה אזורית,לב השרון,כפר יעבץ,170,פוטוולטאי,דו שימושי,חיבור מתקן תעריפי עד 630 [312],15/05/2022,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],28/02/2023,0.0108
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],20/08/2023,0.012
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],28/09/2023,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],14/11/2023,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],14/11/2023,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],22/11/2023,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],22/11/2023,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],22/11/2023,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],24/12/2023,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],26/12/2023,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],23/05/2024,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],23/05/2024,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],23/05/2024,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],23/05/2024,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],04/08/2024,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],20/08/2024,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],29/08/2024,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],17/09/2024,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],28/10/2024,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],20/11/2024,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],12/12/2024,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],12/12/2024,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],12/12/2024,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],12/12/2024,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],15/01/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],06/03/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],20/03/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],06/04/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],29/04/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],03/05/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],03/05/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],05/05/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],18/05/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],26/05/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],04/06/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],16/06/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],19/06/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],30/06/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],05/07/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],05/07/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],14/07/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],14/07/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],06/08/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],14/08/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],21/08/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],03/09/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],14/09/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],08/10/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],19/10/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],21/10/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],21/10/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],29/10/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],11/11/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מסלול ירוק (מהיר) [313],20/11/2025,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מונה נטו אחיד מ- 02/04/13 [946],18/03/2018,0.0072
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מונה נטו אחיד מ- 02/04/13 [946],02/07/2020,0.012
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מכסה שניה ביתית,31/12/2010,0.017
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,מכסה שניה מסחרית,31/12/2010,0.055
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],10/06/2020,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],30/09/2021,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,ה תעריפית עד 15 קוא ללא מונה ייצור [300],11/10/2021,0.0108
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,חיבור מתקן עד 630 תעריף 2024 [316],28/10/2024,0.018
הצפון,מועצה מקומית,כפר כמא,כפר כמא,508,פוטוולטאי,דו שימושי,אסדרה תעריפית מעל 15 קוא [308],18/02/2019,0.0744
